type, ringDim, setup, encryption, AddMany, Mult, total_time, value 
n25x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n25x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n25x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n25x8192-coef-sum, 2048, 17, 186, 9, 0, 212, 101
n25x8192-coef-sum, 2048, 17, 187, 9, 0, 213, 101
n25x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n25x8192-coef-sum, 2048, 18, 190, 9, 0, 217, 101
n25x8192-coef-sum, 2048, 17, 187, 9, 0, 213, 101
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 376, 19, 0, 412, 201
n50x8192-coef-sum, 2048, 17, 379, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 379, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 380, 19, 0, 416, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 18, 380, 19, 0, 417, 201
n50x8192-coef-sum, 2048, 20, 378, 19, 0, 417, 201
n50x8192-coef-sum, 2048, 17, 381, 19, 0, 417, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 378, 22, 0, 417, 201
n50x8192-coef-sum, 2048, 17, 379, 20, 0, 416, 201
n50x8192-coef-sum, 2048, 17, 376, 19, 0, 412, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 26, 377, 22, 0, 425, 201
n50x8192-coef-sum, 2048, 17, 377, 21, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 380, 19, 0, 416, 201
n50x8192-coef-sum, 2048, 19, 377, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 375, 21, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 382, 19, 0, 418, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 380, 20, 0, 417, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 381, 19, 0, 417, 201
n50x8192-coef-sum, 2048, 17, 376, 19, 0, 412, 201
n50x8192-coef-sum, 2048, 17, 382, 19, 0, 418, 201
n50x8192-coef-sum, 2048, 17, 382, 19, 0, 418, 201
n50x8192-coef-sum, 2048, 17, 380, 19, 0, 416, 201
n50x8192-coef-sum, 2048, 17, 382, 20, 0, 419, 201
n50x8192-coef-sum, 2048, 18, 384, 19, 0, 421, 201
n50x8192-coef-sum, 2048, 17, 375, 20, 0, 412, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 382, 19, 0, 418, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 382, 19, 0, 418, 201
n50x8192-coef-sum, 2048, 17, 384, 20, 0, 421, 201
n50x8192-coef-sum, 2048, 17, 379, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 376, 20, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 380, 20, 0, 417, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 18, 378, 20, 0, 416, 201
n50x8192-coef-sum, 2048, 17, 382, 19, 0, 418, 201
n50x8192-coef-sum, 2048, 17, 378, 21, 0, 416, 201
n50x8192-coef-sum, 2048, 17, 379, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 380, 19, 0, 416, 201
n50x8192-coef-sum, 2048, 29, 380, 19, 0, 428, 201
n50x8192-coef-sum, 2048, 17, 380, 20, 0, 417, 201
n50x8192-coef-sum, 2048, 17, 380, 19, 0, 416, 201
n50x8192-coef-sum, 2048, 17, 375, 19, 0, 411, 201
n50x8192-coef-sum, 2048, 18, 380, 21, 0, 419, 201
n50x8192-coef-sum, 2048, 17, 377, 20, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 19, 377, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 382, 19, 0, 418, 201
n50x8192-coef-sum, 2048, 17, 376, 19, 0, 412, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 18, 380, 19, 0, 417, 201
n50x8192-coef-sum, 2048, 17, 380, 19, 0, 416, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 20, 376, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 376, 19, 0, 412, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 375, 19, 0, 411, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 29, 380, 19, 0, 428, 201
n50x8192-coef-sum, 2048, 17, 379, 20, 0, 416, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 380, 21, 0, 418, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 379, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 375, 19, 0, 411, 201
n50x8192-coef-sum, 2048, 17, 375, 19, 0, 411, 201
n50x8192-coef-sum, 2048, 17, 381, 21, 0, 419, 201
n50x8192-coef-sum, 2048, 18, 376, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 375, 19, 0, 411, 201
n50x8192-coef-sum, 2048, 17, 375, 19, 0, 411, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 379, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 376, 19, 0, 412, 201
n50x8192-coef-sum, 2048, 17, 377, 19, 0, 413, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 405, 22, 0, 444, 201
n50x8192-coef-sum, 2048, 18, 377, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 18, 378, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 17, 376, 21, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 27, 378, 19, 0, 424, 201
n50x8192-coef-sum, 2048, 17, 377, 20, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 379, 19, 0, 415, 201
n50x8192-coef-sum, 2048, 24, 380, 20, 0, 424, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n50x8192-coef-sum, 2048, 17, 378, 19, 0, 414, 201
n100x8192-coef-sum, 2048, 17, 763, 39, 0, 819, 401
n100x8192-coef-sum, 2048, 17, 756, 39, 0, 812, 401
n100x8192-coef-sum, 2048, 17, 759, 39, 0, 815, 401
n100x8192-coef-sum, 2048, 17, 756, 39, 0, 812, 401
n100x8192-coef-sum, 2048, 17, 757, 39, 0, 813, 401
n100x8192-coef-sum, 2048, 17, 754, 38, 0, 809, 401
n100x8192-coef-sum, 2048, 17, 760, 42, 0, 819, 401
n100x8192-coef-sum, 2048, 17, 765, 39, 0, 821, 401
n100x8192-coef-sum, 2048, 17, 987, 42, 0, 1046, 401
n100x8192-coef-sum, 2048, 17, 753, 41, 0, 811, 401
n100x8192-coef-sum, 2048, 17, 764, 39, 0, 820, 401
n100x8192-coef-sum, 2048, 17, 754, 39, 0, 810, 401
n100x8192-coef-sum, 2048, 17, 749, 40, 0, 806, 401
n100x8192-coef-sum, 2048, 17, 756, 39, 0, 812, 401
n100x8192-coef-sum, 2048, 18, 756, 39, 0, 813, 401
n100x8192-coef-sum, 2048, 17, 752, 38, 0, 807, 401
n100x8192-coef-sum, 2048, 17, 763, 39, 0, 819, 401
n100x8192-coef-sum, 2048, 17, 760, 42, 0, 819, 401
n100x8192-coef-sum, 2048, 17, 762, 39, 0, 818, 401
n100x8192-coef-sum, 2048, 17, 754, 40, 0, 811, 401
n100x8192-coef-sum, 2048, 17, 754, 39, 0, 810, 401
n100x8192-coef-sum, 2048, 17, 751, 39, 0, 807, 401
n100x8192-coef-sum, 2048, 17, 758, 41, 0, 816, 401
n100x8192-coef-sum, 2048, 17, 760, 40, 0, 817, 401
n100x8192-coef-sum, 2048, 17, 760, 39, 0, 816, 401
n100x8192-coef-sum, 2048, 17, 760, 39, 0, 816, 401
n100x8192-coef-sum, 2048, 17, 766, 39, 0, 822, 401
n100x8192-coef-sum, 2048, 17, 765, 39, 0, 821, 401
n100x8192-coef-sum, 2048, 20, 758, 40, 0, 818, 401
n100x8192-coef-sum, 2048, 17, 759, 39, 0, 815, 401
n100x8192-coef-sum, 2048, 17, 762, 39, 0, 818, 401
n100x8192-coef-sum, 2048, 17, 764, 38, 0, 819, 401
n100x8192-coef-sum, 2048, 17, 754, 39, 0, 810, 401
n100x8192-coef-sum, 2048, 17, 762, 39, 0, 818, 401
n100x8192-coef-sum, 2048, 17, 756, 38, 0, 811, 401
n100x8192-coef-sum, 2048, 17, 755, 39, 0, 811, 401
n100x8192-coef-sum, 2048, 20, 763, 39, 0, 822, 401
n100x8192-coef-sum, 2048, 17, 753, 39, 0, 809, 401
n100x8192-coef-sum, 2048, 17, 757, 39, 0, 813, 401
n100x8192-coef-sum, 2048, 17, 761, 41, 0, 819, 401
n100x8192-coef-sum, 2048, 17, 760, 39, 0, 816, 401
n100x8192-coef-sum, 2048, 17, 757, 38, 0, 812, 401
n100x8192-coef-sum, 2048, 17, 757, 42, 0, 816, 401
n100x8192-coef-sum, 2048, 17, 757, 39, 0, 813, 401
n100x8192-coef-sum, 2048, 17, 757, 39, 0, 813, 401
n100x8192-coef-sum, 2048, 17, 765, 42, 0, 824, 401
n100x8192-coef-sum, 2048, 17, 760, 38, 0, 815, 401
n100x8192-coef-sum, 2048, 19, 756, 38, 0, 813, 401
n100x8192-coef-sum, 2048, 17, 759, 38, 0, 814, 401
n100x8192-coef-sum, 2048, 17, 757, 39, 0, 813, 401
n100x8192-coef-sum, 2048, 17, 757, 38, 0, 812, 401
n100x8192-coef-sum, 2048, 17, 757, 40, 0, 814, 401
n100x8192-coef-sum, 2048, 17, 763, 40, 0, 820, 401
n100x8192-coef-sum, 2048, 17, 759, 39, 0, 815, 401
n100x8192-coef-sum, 2048, 17, 758, 41, 0, 816, 401
n100x8192-coef-sum, 2048, 17, 758, 40, 0, 815, 401
n100x8192-coef-sum, 2048, 17, 757, 41, 1, 816, 401
n100x8192-coef-sum, 2048, 17, 755, 39, 0, 811, 401
n100x8192-coef-sum, 2048, 25, 759, 39, 0, 823, 401
n100x8192-coef-sum, 2048, 17, 753, 39, 0, 809, 401
n100x8192-coef-sum, 2048, 17, 753, 42, 0, 812, 401
n100x8192-coef-sum, 2048, 29, 755, 40, 0, 824, 401
n100x8192-coef-sum, 2048, 17, 754, 40, 0, 811, 401
n100x8192-coef-sum, 2048, 17, 756, 39, 0, 812, 401
n100x8192-coef-sum, 2048, 17, 755, 39, 0, 811, 401
n100x8192-coef-sum, 2048, 17, 756, 39, 0, 812, 401
n100x8192-coef-sum, 2048, 17, 754, 39, 0, 810, 401
n100x8192-coef-sum, 2048, 17, 754, 39, 0, 810, 401
n100x8192-coef-sum, 2048, 17, 759, 39, 0, 815, 401
n100x8192-coef-sum, 2048, 17, 755, 39, 0, 811, 401
n100x8192-coef-sum, 2048, 17, 762, 39, 0, 818, 401
n100x8192-coef-sum, 2048, 17, 756, 39, 0, 812, 401
n100x8192-coef-sum, 2048, 17, 750, 38, 0, 805, 401
n100x8192-coef-sum, 2048, 21, 756, 40, 0, 817, 401
n100x8192-coef-sum, 2048, 17, 755, 40, 0, 812, 401
n100x8192-coef-sum, 2048, 27, 761, 38, 0, 826, 401
n100x8192-coef-sum, 2048, 17, 756, 39, 0, 812, 401
n100x8192-coef-sum, 2048, 18, 753, 39, 0, 810, 401
n100x8192-coef-sum, 2048, 17, 767, 39, 0, 823, 401
n100x8192-coef-sum, 2048, 17, 753, 38, 0, 808, 401
n100x8192-coef-sum, 2048, 26, 759, 40, 0, 825, 401
n100x8192-coef-sum, 2048, 17, 760, 39, 0, 816, 401
n100x8192-coef-sum, 2048, 17, 757, 40, 0, 814, 401
n100x8192-coef-sum, 2048, 21, 755, 39, 0, 815, 401
n100x8192-coef-sum, 2048, 20, 754, 39, 0, 813, 401
n100x8192-coef-sum, 2048, 21, 758, 41, 0, 820, 401
n100x8192-coef-sum, 2048, 21, 755, 39, 0, 815, 401
n100x8192-coef-sum, 2048, 17, 758, 39, 0, 814, 401
n100x8192-coef-sum, 2048, 17, 754, 39, 0, 810, 401
n100x8192-coef-sum, 2048, 17, 757, 39, 0, 813, 401
n100x8192-coef-sum, 2048, 17, 751, 39, 0, 807, 401
n100x8192-coef-sum, 2048, 17, 752, 42, 0, 811, 401
n100x8192-coef-sum, 2048, 17, 756, 39, 0, 812, 401
n100x8192-coef-sum, 2048, 17, 757, 43, 0, 817, 401
n100x8192-coef-sum, 2048, 17, 749, 39, 0, 805, 401
n100x8192-coef-sum, 2048, 17, 754, 40, 0, 811, 401
n100x8192-coef-sum, 2048, 17, 758, 38, 0, 813, 401
n100x8192-coef-sum, 2048, 17, 755, 39, 0, 811, 401
n100x8192-coef-sum, 2048, 17, 756, 39, 0, 812, 401
n100x8192-coef-sum, 2048, 17, 760, 39, 0, 816, 401
n250x8192-coef-sum, 2048, 18, 189, 10, 0, 217, 101
n250x8192-coef-sum, 2048, 17, 190, 10, 0, 217, 101
n250x8192-coef-sum, 2048, 17, 190, 9, 0, 216, 101
n250x8192-coef-sum, 2048, 18, 189, 10, 0, 217, 101
n250x8192-coef-sum, 2048, 20, 188, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n250x8192-coef-sum, 2048, 20, 188, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 18, 190, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 18, 189, 9, 0, 216, 101
n250x8192-coef-sum, 2048, 17, 187, 9, 0, 213, 101
n250x8192-coef-sum, 2048, 19, 187, 9, 0, 215, 101
n250x8192-coef-sum, 2048, 17, 189, 10, 0, 216, 101
n250x8192-coef-sum, 2048, 17, 192, 9, 0, 218, 101
n250x8192-coef-sum, 2048, 17, 187, 9, 0, 213, 101
n250x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n250x8192-coef-sum, 2048, 17, 190, 9, 0, 216, 101
n250x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n250x8192-coef-sum, 2048, 23, 189, 9, 0, 221, 101
n250x8192-coef-sum, 2048, 17, 190, 9, 0, 216, 101
n250x8192-coef-sum, 2048, 19, 189, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 17, 191, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 17, 191, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 17, 190, 9, 0, 216, 101
n250x8192-coef-sum, 2048, 17, 189, 9, 0, 215, 101
n250x8192-coef-sum, 2048, 23, 189, 9, 0, 221, 101
n250x8192-coef-sum, 2048, 17, 191, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 29, 188, 9, 0, 226, 101
n250x8192-coef-sum, 2048, 21, 190, 9, 0, 220, 101
n250x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n250x8192-coef-sum, 2048, 17, 189, 10, 0, 216, 101
n250x8192-coef-sum, 2048, 17, 192, 9, 0, 218, 101
n250x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n250x8192-coef-sum, 2048, 29, 192, 10, 0, 231, 101
n250x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n250x8192-coef-sum, 2048, 17, 190, 9, 0, 216, 101
n250x8192-coef-sum, 2048, 18, 189, 9, 0, 216, 101
n250x8192-coef-sum, 2048, 17, 189, 9, 0, 215, 101
n250x8192-coef-sum, 2048, 17, 190, 10, 0, 217, 101
n250x8192-coef-sum, 2048, 20, 188, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 22, 188, 9, 0, 219, 101
n250x8192-coef-sum, 2048, 17, 189, 9, 0, 215, 101
n250x8192-coef-sum, 2048, 17, 187, 9, 0, 213, 101
n250x8192-coef-sum, 2048, 17, 191, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 18, 190, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n250x8192-coef-sum, 2048, 17, 191, 10, 0, 218, 101
n250x8192-coef-sum, 2048, 17, 189, 9, 0, 215, 101
n250x8192-coef-sum, 2048, 17, 191, 9, 0, 217, 101
n250x8192-coef-sum, 2048, 17, 187, 9, 0, 213, 101
n250x8192-coef-sum, 2048, 17, 189, 9, 0, 215, 101
n250x8192-coef-sum, 2048, 17, 190, 9, 0, 216, 101
n250x8192-coef-sum, 2048, 17, 187, 9, 0, 213, 101
n250x8192-coef-sum, 2048, 17, 187, 11, 0, 215, 101
n250x8192-coef-sum, 2048, 17, 188, 9, 0, 214, 101
n250x8192-coef-sum, 2048, 26, 189, 9, 0, 224, 101
n250x8192-coef-sum, 2048, 17, 191, 9, 0, 217, 101
