type, ringDim, setup, encryption, AddMany, RotAdd, total_time, value 
n250x8192-slot-sum, 2048, 60, 187, 9, 9, 265, 204801
n250x8192-slot-sum, 2048, 59, 187, 9, 9, 264, 204801
n250x8192-slot-sum, 2048, 59, 189, 9, 9, 266, 204801
n250x8192-slot-sum, 2048, 63, 187, 9, 9, 268, 204801
n250x8192-slot-sum, 2048, 59, 189, 9, 9, 266, 204801
n250x8192-slot-sum, 2048, 59, 189, 9, 9, 266, 204801
n250x8192-slot-sum, 2048, 60, 188, 9, 9, 266, 204801
n250x8192-slot-sum, 2048, 60, 187, 9, 8, 264, 204801
n250x8192-slot-sum, 2048, 59, 188, 9, 9, 265, 204801
n250x8192-slot-sum, 2048, 59, 187, 9, 8, 263, 204801
n250x8192-slot-sum, 2048, 69, 188, 9, 9, 275, 204801
n250x8192-slot-sum, 2048, 60, 189, 9, 9, 267, 204801
n250x8192-slot-sum, 2048, 59, 188, 9, 9, 265, 204801
n250x8192-slot-sum, 2048, 59, 187, 9, 9, 264, 204801
n250x8192-slot-sum, 2048, 62, 188, 9, 9, 268, 204801
n250x8192-slot-sum, 2048, 61, 188, 9, 8, 266, 204801
n250x8192-slot-sum, 2048, 60, 188, 9, 9, 266, 204801
n250x8192-slot-sum, 2048, 60, 187, 9, 9, 265, 204801
n250x8192-slot-sum, 2048, 60, 187, 9, 9, 265, 204801
n250x8192-slot-sum, 2048, 60, 188, 9, 9, 266, 204801
n250x8192-slot-sum, 2048, 60, 188, 9, 9, 266, 204801
n250x8192-slot-sum, 2048, 60, 188, 9, 9, 266, 204801
n250x8192-slot-sum, 2048, 59, 187, 9, 9, 264, 204801
n250x8192-slot-sum, 2048, 63, 187, 9, 9, 268, 204801
n250x8192-slot-sum, 2048, 61, 192, 9, 9, 271, 204801
n250x8192-slot-sum, 2048, 60, 189, 9, 9, 267, 204801
n250x8192-slot-sum, 2048, 59, 190, 9, 9, 267, 204801
n250x8192-slot-sum, 2048, 59, 192, 9, 9, 269, 204801
n250x8192-slot-sum, 2048, 58, 189, 9, 9, 265, 204801
n250x8192-slot-sum, 2048, 59, 188, 9, 8, 264, 204801
n250x8192-slot-sum, 2048, 59, 188, 9, 8, 264, 204801
n250x8192-slot-sum, 2048, 59, 187, 9, 9, 264, 204801
n250x8192-slot-sum, 2048, 60, 188, 10, 9, 267, 204801
n250x8192-slot-sum, 2048, 60, 188, 10, 9, 267, 204801
n250x8192-slot-sum, 2048, 59, 189, 9, 9, 266, 204801
n250x8192-slot-sum, 2048, 59, 187, 9, 9, 264, 204801
n250x8192-slot-sum, 2048, 59, 188, 9, 8, 264, 204801
n250x8192-slot-sum, 2048, 63, 187, 9, 8, 267, 204801
n250x8192-slot-sum, 2048, 66, 186, 9, 9, 270, 204801
n250x8192-slot-sum, 2048, 63, 188, 9, 9, 269, 204801
n250x8192-slot-sum, 2048, 59, 188, 9, 9, 265, 204801
n250x8192-slot-sum, 2048, 59, 197, 9, 9, 274, 204801
n500x8192-slot-sum, 2048, 59, 10354, 198, 9, 10620, 4.096e+06
n500x8192-slot-sum, 2048, 63, 3752, 195, 9, 4019, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3735, 196, 9, 4000, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3732, 198, 9, 3998, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3744, 197, 9, 4010, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3736, 198, 9, 4002, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3762, 204, 9, 4035, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3752, 195, 12, 4020, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3744, 203, 9, 4015, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3730, 201, 9, 4000, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3730, 196, 9, 3994, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3745, 197, 9, 4011, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3732, 203, 9, 4003, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3719, 201, 9, 3989, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3744, 198, 9, 4012, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3741, 195, 9, 4004, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3733, 197, 9, 3999, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3738, 196, 9, 4003, 4.096e+06
n500x8192-slot-sum, 2048, 63, 4022, 195, 12, 4292, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3734, 204, 9, 4006, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3746, 211, 9, 4025, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3751, 199, 9, 4020, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3749, 201, 9, 4020, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3736, 196, 9, 4002, 4.096e+06
n500x8192-slot-sum, 2048, 67, 3735, 199, 9, 4010, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3760, 203, 9, 4033, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3722, 198, 9, 3988, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3729, 200, 9, 3997, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3725, 197, 9, 3990, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3748, 199, 9, 4016, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3736, 198, 9, 4002, 4.096e+06
n500x8192-slot-sum, 2048, 72, 3751, 197, 9, 4029, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3734, 197, 9, 4000, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3855, 237, 14, 4165, 4.096e+06
n500x8192-slot-sum, 2048, 63, 7269, 300, 9, 7641, 4.096e+06
n500x8192-slot-sum, 2048, 61, 4040, 206, 9, 4316, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3763, 197, 9, 4030, 4.096e+06
n500x8192-slot-sum, 2048, 63, 3756, 197, 9, 4025, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3736, 197, 9, 4002, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3734, 207, 9, 4009, 4.096e+06
n500x8192-slot-sum, 2048, 66, 3729, 197, 9, 4001, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3755, 197, 9, 4022, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3771, 200, 9, 4040, 4.096e+06
n500x8192-slot-sum, 2048, 65, 3750, 200, 9, 4024, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3732, 196, 9, 3997, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3725, 196, 9, 3989, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3751, 196, 9, 4016, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3752, 207, 9, 4029, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3728, 197, 9, 3993, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3729, 201, 9, 3998, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3735, 196, 9, 3999, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3731, 213, 9, 4012, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3756, 200, 9, 4026, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3733, 193, 12, 3998, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3738, 204, 9, 4010, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3739, 195, 9, 4002, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3731, 200, 9, 3999, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3750, 200, 9, 4020, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3762, 195, 9, 4025, 4.096e+06
n500x8192-slot-sum, 2048, 62, 3740, 196, 9, 4007, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3728, 198, 9, 3994, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3731, 198, 9, 3997, 4.096e+06
n500x8192-slot-sum, 2048, 62, 3743, 195, 9, 4009, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3728, 198, 9, 3994, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3736, 200, 9, 4004, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3747, 199, 9, 4014, 4.096e+06
n500x8192-slot-sum, 2048, 64, 3753, 204, 9, 4030, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3735, 195, 9, 4000, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3749, 199, 9, 4017, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3739, 198, 9, 4006, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3742, 199, 9, 4010, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3737, 199, 13, 4008, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3732, 196, 9, 3997, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3755, 195, 9, 4020, 4.096e+06
n500x8192-slot-sum, 2048, 63, 3737, 197, 9, 4006, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3742, 208, 12, 4021, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3737, 197, 9, 4003, 4.096e+06
n500x8192-slot-sum, 2048, 65, 3732, 196, 9, 4002, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3752, 197, 9, 4019, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3750, 200, 9, 4019, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3736, 195, 9, 3999, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3727, 195, 9, 3990, 4.096e+06
n500x8192-slot-sum, 2048, 62, 3732, 195, 9, 3998, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3742, 199, 9, 4011, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3726, 194, 9, 3988, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3733, 198, 9, 3999, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3735, 196, 9, 3999, 4.096e+06
n500x8192-slot-sum, 2048, 71, 3723, 198, 9, 4001, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3771, 198, 9, 4037, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3768, 197, 9, 4034, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3737, 198, 9, 4003, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3743, 197, 9, 4008, 4.096e+06
n500x8192-slot-sum, 2048, 62, 3753, 196, 9, 4020, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3767, 199, 9, 4036, 4.096e+06
n500x8192-slot-sum, 2048, 61, 3763, 197, 9, 4030, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3735, 197, 9, 4000, 4.096e+06
n500x8192-slot-sum, 2048, 67, 3740, 199, 9, 4015, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3733, 197, 9, 3998, 4.096e+06
n500x8192-slot-sum, 2048, 59, 3734, 201, 9, 4003, 4.096e+06
n500x8192-slot-sum, 2048, 60, 3741, 199, 9, 4009, 4.096e+06
n1000x8192-slot-sum, 2048, 59, 7469, 398, 9, 7935, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7495, 395, 9, 7959, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7478, 397, 9, 7944, 8.192e+06
n1000x8192-slot-sum, 2048, 58, 7475, 393, 9, 7935, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7513, 404, 9, 7987, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7500, 402, 9, 7972, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7475, 412, 9, 7955, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7511, 396, 9, 7977, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7467, 410, 9, 7947, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7473, 395, 9, 7936, 8.192e+06
n1000x8192-slot-sum, 2048, 62, 7503, 421, 9, 7995, 8.192e+06
n1000x8192-slot-sum, 2048, 62, 7566, 402, 9, 8039, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7482, 395, 9, 7946, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7502, 396, 9, 7967, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7513, 394, 9, 7975, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7474, 401, 9, 7943, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7497, 398, 9, 7965, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7526, 393, 9, 7989, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7485, 396, 9, 7949, 8.192e+06
n1000x8192-slot-sum, 2048, 62, 7531, 397, 9, 7999, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7473, 406, 9, 7948, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7463, 406, 9, 7937, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7505, 412, 9, 7987, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7487, 397, 9, 7953, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7482, 393, 9, 7943, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7505, 400, 9, 7975, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7493, 395, 9, 7958, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7484, 397, 9, 7949, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7498, 396, 9, 7963, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7484, 400, 9, 7953, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7457, 394, 9, 7919, 8.192e+06
n1000x8192-slot-sum, 2048, 69, 7472, 392, 9, 7942, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7495, 400, 9, 7964, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7475, 395, 9, 7938, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7471, 393, 9, 7933, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7481, 402, 12, 7955, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7466, 391, 9, 7925, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7486, 398, 9, 7952, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7469, 397, 9, 7936, 8.192e+06
n1000x8192-slot-sum, 2048, 62, 7455, 395, 9, 7921, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7479, 392, 9, 7939, 8.192e+06
n1000x8192-slot-sum, 2048, 62, 7486, 397, 9, 7954, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7505, 400, 9, 7975, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7490, 393, 9, 7951, 8.192e+06
n1000x8192-slot-sum, 2048, 62, 7491, 394, 9, 7956, 8.192e+06
n1000x8192-slot-sum, 2048, 62, 7505, 397, 9, 7973, 8.192e+06
n1000x8192-slot-sum, 2048, 63, 7479, 413, 9, 7964, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7547, 400, 9, 8017, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7491, 395, 9, 7955, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7474, 393, 9, 7935, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7501, 398, 9, 7969, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7488, 394, 9, 7952, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7465, 404, 9, 7937, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7477, 397, 9, 7943, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7486, 401, 9, 7956, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7469, 414, 9, 7951, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7486, 400, 9, 7956, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7526, 400, 9, 7995, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7462, 395, 9, 7925, 8.192e+06
n1000x8192-slot-sum, 2048, 62, 7495, 397, 9, 7963, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7469, 397, 9, 7935, 8.192e+06
n1000x8192-slot-sum, 2048, 62, 7483, 412, 9, 7966, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7481, 411, 9, 7960, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7514, 423, 9, 8007, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7488, 397, 9, 7953, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7481, 394, 9, 7943, 8.192e+06
n1000x8192-slot-sum, 2048, 63, 7496, 405, 9, 7973, 8.192e+06
n1000x8192-slot-sum, 2048, 68, 7553, 418, 9, 8048, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7482, 402, 9, 7954, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7495, 397, 9, 7961, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7498, 402, 9, 7968, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7489, 401, 9, 7958, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7477, 401, 9, 7948, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7487, 395, 9, 7951, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7479, 404, 9, 7951, 8.192e+06
n1000x8192-slot-sum, 2048, 66, 7509, 396, 9, 7980, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7478, 393, 9, 7941, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7466, 394, 9, 7929, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7493, 404, 9, 7967, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7497, 397, 9, 7963, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7487, 403, 9, 7958, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7494, 395, 9, 7959, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7493, 398, 9, 7960, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7479, 397, 9, 7944, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7483, 394, 9, 7945, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7488, 399, 9, 7956, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7482, 396, 9, 7946, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7478, 395, 9, 7941, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7504, 394, 9, 7967, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7499, 394, 9, 7961, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7531, 405, 9, 8004, 8.192e+06
n1000x8192-slot-sum, 2048, 61, 7488, 395, 9, 7953, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7495, 396, 9, 7960, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7494, 404, 9, 7967, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7488, 396, 9, 7953, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7479, 427, 9, 7974, 8.192e+06
n1000x8192-slot-sum, 2048, 60, 7493, 412, 9, 7974, 8.192e+06
n1000x8192-slot-sum, 2048, 70, 7525, 398, 9, 8002, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7481, 393, 9, 7942, 8.192e+06
n1000x8192-slot-sum, 2048, 59, 7482, 397, 9, 7947, 8.192e+06
